,Id,Name,State,Top Category,Creator,Location,Goal,Pledged,Backers,Duration in Days,Facebook Connected,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,Latitude,Longitude,region
203,628465537,Default Dan,successful,Games,Kikiwik Games,Atlanta,8000,11903,688,45,No,,21,1,3.0,33.813949585,-84.41580963130001,Georgia
205,361890770,Crepe Diem Food Truck,failed,Food,Phillip Martin,Kansas City,30000,5723,90,30,Yes,770.0,1076,1,4.0,39.075366973899996,-94.5754852295,Missouri
206,1536107934,Hang Time Baby Sling,failed,Design,Jennifer Fox,Albuquerque,2000,702,15,30,Yes,187.0,177,1,0.0,35.095998764,-106.58020019530001,New Mexico
208,1907187578,DeCAPitator Titanium Bottle Opener,successful,Design,Steve Kelly & George Palagonia,Bigfork,1200,2673,79,30,Yes,576.0,203,3,25.0,48.0679988861,-114.06014251709999,Montana
209,1686579497,Antilia - A Majestic 3D MMO,failed,Games,Right Brain Games Inc,Colorado Springs,120000,36414,343,42,No,,1048,1,10.0,38.8482093811,-104.7977104187,Colorado
210,142482245,Random With A Purpose Dancer Tanktop,failed,Dance,Amelia Nommensen,Santa Cruz,1100,259,9,9,No,,26,1,0.0,37.4020748138,-122.1945343018,California
212,253619765,Seasons,successful,Film & Video,Lowhouse Productions,Indianapolis,1000,1298,26,35,No,,145,1,1.0,39.7832336426,-86.1517562866,Indiana
213,134081313,James Fate's U-Turn EP,successful,Music,Nate James,Nashville,2000,2152,48,30,Yes,1803.0,336,1,1.0,36.1912117004,-86.7920761108,Tennessee
214,1451037157,The Golden Age Serialized Novel,failed,Publishing,Chris OKennon,Corona,500,1,1,30,Yes,257.0,1,4,1.0,33.8497772217,-117.5434494019,California
215,1845568888,King James Version,failed,Music,James Jones,Atlanta,100000,45,1,30,Yes,1105.0,6,2,0.0,33.813949585,-84.41580963130001,Georgia
216,829767969,CellSaver™ Tees and Hoodies: 100% Lifetime Guarantee!,failed,Fashion,Derek Whitaker,Mapleton,25000,1622,23,45,Yes,384.0,0,2,1.0,40.1240367889,-111.560836792,Utah
217,835763060,EMPTY CITY International  |   Photographs by Aaron Hill,successful,Photography,Aaron Hill,Brooklyn,5000,5054,89,24,Yes,818.0,162,1,1.0,40.6455001831,-73.9613761902,New York
218,934193280,Paracosm,successful,Photography,Sam Livm,New York,2500,2842,51,16,Yes,1272.0,181,1,0.0,40.706577300999996,-73.8823738098,New York
219,1455911949,"""Anime News Nina!"" - The Complete Collection",successful,Comics,Robin Sevakis,Seattle,7500,27741,688,30,No,,253,1,2.0,47.6120109558,-122.30503845209999,Washington
220,1942953866,NYC FARM NEEDS TO EXPAND INDOOR GREENHOUSE TO GO NATIONAL!,failed,Food,Jovany Veloz,Bronx,25000,451,13,30,Yes,204.0,51,1,0.0,40.8410453796,-73.8867683411,New York
221,2118800960,"Unity Dance Troupe Presents ""The Veil""",successful,Dance,Unity Dance Troupe,Cleveland,2000,2070,40,25,No,,501,1,1.0,35.166629791300004,-84.8649024963,Tennessee
222,2066899049,Matter Meter : Wave,failed,Art,Mullox Studios,Boise,5000,463,16,30,Yes,344.0,64,1,0.0,43.6032066345,-116.21606826780001,Idaho
223,565884170,Furys Relaunch,failed,Music,Jeffrey Robert Wolfe,Los Angeles,7500,5,1,31,No,,1,2,0.0,34.018239975,-118.39637756350001,California
224,163598379,'The Songs of Neutral Milk Hotel: A Tribute',failed,Music,James G. Carlson,Allentown,17800,316,10,60,Yes,520.0,56,1,0.0,40.606079101599995,-75.47870254520001,Pennsylvania
225,1453139155,Operation:TWIRL,failed,Film & Video,Carolyn Colton,Providence,5000,1006,27,31,Yes,334.0,134,1,7.0,41.8253078461,-71.4072914124,Rhode Island
227,2004628937,The Nashville Project: Single Debut,successful,Music,Cara Domings,Nashville,1600,2157,48,19,Yes,1195.0,129,1,0.0,36.1912117004,-86.7920761108,Tennessee
228,1457657124,Level Executive. Taking the Lead,failed,Fashion,Fernando Martinez,Northeastern San Diego,20000,50,1,34,Yes,437.0,196,1,0.0,32.9530982971,-117.0586738586,California
229,372732705,Anthems - Poetry Collection,successful,Publishing,Jennifer Silvey,Springfield,1700,1775,17,35,Yes,1052.0,25,1,0.0,37.1853580475,-93.2904586792,Missouri
230,1338925005,La pression de l'oppression,successful,Publishing,Farida Nabourema,Washington,1000,1020,19,45,Yes,2096.0,0,1,1.0,38.9201526642,-76.9954147339,Maryland
232,2069875629,Tampa Pitcher Show Go Digital or Go Dark?,failed,Theater,Wayne Valenti,Tampa,30000,7613,142,45,Yes,2084.0,0,1,0.0,27.999587059,-82.4777145386,Florida
233,2109409822,"Launch ""Who Took Johnny"" at Slamdance",successful,Film & Video,Rumur,Brooklyn,2000,3004,50,23,No,,305,6,75.0,40.6455001831,-73.9613761902,New York
234,1841592807,The Winsor McCay Project,failed,Comics,Mark Christopher Thompson,Dayton,27500,17899,116,45,No,,2,3,0.0,39.7540378571,-84.1778907776,Ohio
235,1974790805,"""It's Not Rocket Surgery"" - 25 yrs. w/ GEAR DADDIES - CD/DVD",failed,Music,GEAR DADDIES,Minneapolis,40000,19934,257,30,Yes,99.0,1670,1,0.0,45.023744583100004,-93.2645683289,Minnesota
236,820627382,The Redneck Hugy,failed,Art,"Chad Colvin, PE, RCDD",Wentzville,50000,24,2,30,Yes,238.0,15,1,1.0,38.805727005,-90.86901855469999,Missouri
238,1915770587,BratBus - the first German Food Truck in Chicago,failed,Food,Stephan Klapproth,Chicago,15000,908,16,30,Yes,227.0,17,1,0.0,41.8408851624,-87.72951889040002,Illinois
239,2105799028,"Tooga Gear: Modular Camera Gear for DSLR, GoPro, Smartphone",failed,Design,Tooga Camera Gear,Los Angeles,45000,17722,68,40,No,,914,1,0.0,34.018239975,-118.39637756350001,California
242,186029277,Bring Ayhay to Detroit,failed,Music,Stewart Artist Management,Detroit,1000,73,4,22,Yes,418.0,10,1,0.0,42.3546390533,-83.1028404236,Michigan
243,803293624,Spaghetti Incident,failed,Fashion,Chris and Fede,New York,100000,1166,14,45,No,,0,1,2.0,40.706577300999996,-73.8823738098,New York
244,149943306,Ft Derussy: Confederate Gibraltar,failed,Film & Video,Conestoga Films,Plaucheville,1800,15,1,21,Yes,95.0,3,1,2.0,30.96538,-91.982674,Louisiana
245,944304280,Pixelation Project - An Art Project to Improve Indoor Air,successful,Art,Savanna Studios,Des Moines,20000,20980,189,45,Yes,375.0,0,1,0.0,41.591337204,-93.60984420780001,Iowa
246,1396956794,vs. Pirates Tabletop Micro Roleplaying Game,failed,Games,Philip Reed,Kyle,1500,921,71,14,No,,62,5,173.0,29.9828710556,-97.86938476559999,Texas
247,1850000714,The HERO Belt Project,successful,Fashion,Hippy Chic Designs,Kailua,10000,11225,176,30,Yes,217.0,583,1,4.0,21.399132728599998,-157.7456436157,Hawaii
248,1121052694,Extreme Avenue - Extreme Sports T-Shirts and Beanies,failed,Fashion,Rande Orton,Bend,3000,361,11,30,No,,32,1,0.0,44.0436649323,-121.3020515442,Oregon
249,1933844743,The Untold Story of Tatra: Prague to Pebble or Bust,failed,Film & Video,Roman Mica,Boulder,50000,5464,104,60,Yes,283.0,82,1,1.0,40.035774231,-105.2821121216,Colorado
250,1111279462,Kara's Memoirs - A Book Project,failed,Publishing,Kara LeeAnn Smith,Asheville,4800,1761,32,25,Yes,660.0,247,1,1.0,35.5483436584,-82.5559043884,North Carolina
251,1922113904,Reprieve: A Story of Forgiveness,failed,Film & Video,Lorian James Delman,New York,27500,8324,58,45,Yes,2240.0,369,1,5.0,40.706577300999996,-73.8823738098,New York
252,291536904,LUMINES - make your life brighter,failed,Fashion,Lumines,South San Francisco,15000,302,20,45,Yes,37.0,108,1,0.0,37.627717971799996,-122.39671707149999,California
253,501471746,Icons of the Web Poster,successful,Design,Gordon Fyodor Lyon,Palo Alto,1337,11354,267,30,No,,155,1,6.0,37.4288520813,-122.1566390991,California
254,1042803537,CrounLidz... because Royalty deserves a Croun.,failed,Fashion,Damian S Thompson for CrounLidz LLC,Allentown,11000,1048,25,35,Yes,952.0,380,1,2.0,40.606079101599995,-75.47870254520001,Pennsylvania
255,1555189181,Skinny Millionaires NEW album is coming & YOU can be on it!!,successful,Music,The Skinny Millionaires,Newport,3000,3025,55,35,Yes,1224.0,269,1,0.0,41.4860115051,-71.3147468567,Rhode Island
256,1664573820,Legend of Grimrock: The Series,successful,Film & Video,Wayside Creations,Los Angeles,100000,121650,1285,44,No,,113,3,0.0,34.018239975,-118.39637756350001,California
258,1333166874,Everlasting Love,failed,Music,Tyler Stephenson,Springfield,30000,35,2,30,Yes,259.0,22,1,0.0,39.7767238617,-89.6512031555,Illinois
259,1124758633,EDGES Sketch Night,failed,Art,Megan Gillenwater,Boise,8440,50,2,30,Yes,6.0,0,1,3.0,43.6032066345,-116.21606826780001,Idaho
260,651431696,"""AISLE 5"" - The Rebirth of The Five Spot (ATL)",failed,Music,Brian Deerfield,Little Five Points,55000,14650,81,60,Yes,882.0,109,1,2.0,33.7634735107,-84.3421478271,Georgia
261,364032595,Gil and the Harbor EP,successful,Music,Gil and the Harbor,Nashville,1500,2106,57,30,No,,186,1,1.0,36.1912117004,-86.7920761108,Tennessee
262,1862588016,NEO New York: Workshop for Visual Thinking,successful,Art,NEO NEW YORK,New York,6000,6832,105,35,No,,417,1,0.0,40.706577300999996,-73.8823738098,New York
263,305589641,The First PUNCH!!!!!! Recording of the 1st M.P!!!!!!,failed,Music,shawn hoskins,Twin Bridges,1996,15,2,44,Yes,3407.0,76,1,2.0,45.5323047638,-112.33095550540001,Montana
264,420500622,The 'Songs from the Bookmark' Sessions,successful,Music,Rochelle House,Seattle,3000,3432,33,28,Yes,1454.0,142,2,1.0,47.6120109558,-122.30503845209999,Washington
265,978934248,Fresh Tanks -  Tops Inspired by customers,failed,Fashion,Robert Rackley,Chicago,25000,100,4,60,No,,292,1,0.0,41.8408851624,-87.72951889040002,Illinois
267,1484349581,Megan Barker's Debut E.P.,failed,Music,Megan Barker,Nashville,4000,380,13,30,Yes,1387.0,197,1,0.0,36.1912117004,-86.7920761108,Tennessee
268,817608937,The Mighty Slice: A Super Hero Comedy,successful,Film & Video,Katelynn Zimmerman & Jake Herman,Baltimore,2000,2054,31,35,Yes,217.0,219,1,1.0,39.2856521606,-76.6201553345,Maryland
269,370726250,Humanity's Insanities,successful,Music,Cabaret Runaway,Pittsburgh,1500,1730,44,44,No,,0,1,0.0,40.4323062897,-79.9538764954,Pennsylvania
270,499853267,Love Electric's Debut Album,failed,Music,Russell Chambliss,Englewood,500,35,3,41,No,,0,1,1.0,40.8944911957,-73.9668655396,New Jersey
271,1344823097,"Sunny Yoga Kitchen - Offering Fresh Food, Drinks and Yoga!",successful,Food,"Amy, Courtney and Audra",Bend,5000,7175,100,24,Yes,405.0,477,1,2.0,44.0436649323,-121.3020515442,Oregon
272,2085880012,"Love is Nigh, Please Choose Wisely",failed,Publishing,Tina Overby,Durham,1500,127,8,60,Yes,779.0,0,1,0.0,35.9768333435,-78.91266250609999,North Carolina
274,802937406,"Echoes of the Mystic Chords: Book 1, Leibniz Demon Trilogy",successful,Publishing,J. Wes Ulm,Los Angeles,2800,2960,8,30,Yes,273.0,69,1,0.0,34.018239975,-118.39637756350001,California
277,1618373713,Dancers Curing Cancer - Awakenings & Beginnings dance,failed,Dance,Noelle Andressen-Kale,Los Angeles,550,101,7,25,Yes,814.0,42,3,1.0,34.018239975,-118.39637756350001,California
279,733181778,A Knitter's Gallery of Mitered Squares Book,successful,Crafts,Jill Bigelow Suttell and Jane Bigelow,Gregory,4000,4000,95,28,Yes,160.0,125,1,1.0,42.4406681061,-84.0855674744,Michigan
280,1203874345,The Artist's Movement Presents GRUESOME PLAYGROUND INJURIES,failed,Theater,Angela Cristantello,New York,4000,3515,35,30,Yes,1111.0,148,1,1.0,40.706577300999996,-73.8823738098,New York
281,396454289,"Operation Penumbra: A WWII Supernatural Adventure, Vol. 1",failed,Comics,Kyle Winters,Grass Valley,15000,5035,81,30,Yes,332.0,492,2,91.0,39.2070960999,-121.0613174438,California
283,429671191,My coloring books need ISBNs!,failed,Publishing,Amanda the Doodler,Vancouver,275,50,1,6,Yes,0.0,2,15,65.0,45.6629161835,-122.58909988399999,Washington
284,1236314260,Good Fashion:  The Search for the Ethical Manufacturers,failed,Fashion,The t-Shirt Clothing Company,San Francisco,5000,18,1,49,No,,1,1,3.0,37.7776432037,-122.4472618103,California
285,264341165,Tin Man's Broken Wisdom Fund,successful,Music,Tin Man,Tacoma,3000,3002,40,20,Yes,2710.0,335,1,0.0,47.2039070129,-122.4785957336,Washington
286,555785855,"Peace, Love, Soccer: A Global Art Event and Documentary Film",failed,Art,Tristin Beach,Eugene,22000,46,5,30,Yes,247.0,46,1,2.0,44.0585308075,-123.0980224609,Oregon
287,1057827812,EyeShield -The Sun Blocking and Wallet case for iPhone 5/5S,failed,Technology,Jeffrey Karlberg and Doug Cripps,Naperville,10000,729,22,45,Yes,415.0,0,1,2.0,41.7434520721,-88.15808105469999,Illinois
291,373820851,The Several Strange Adventures of Max & Ding,successful,Publishing,Jared Aldwin Crooks,Washington,2000,2312,44,30,Yes,984.0,144,1,9.0,38.9201526642,-76.9954147339,Maryland
293,1312793371,Better Half - A Gay Feature Film,successful,Film & Video,Michelle Clay,Los Angeles,5000,8953,55,32,Yes,253.0,272,4,16.0,34.018239975,-118.39637756350001,California
294,1043458370,"""The Boy Who Cried Girl""",failed,Film & Video,Bandit/wongwayfilms,Los Angeles,5000,1434,32,31,Yes,450.0,331,1,0.0,34.018239975,-118.39637756350001,California
296,1089406888,Large Format 3D Printer,failed,Technology,MendelCraft.com,Rancho Cucamonga,30000,55,10,29,No,,11,1,0.0,34.127563476599995,-117.5713424683,California
297,1661680311,Self-Value: A autobiography,failed,Publishing,Gavin Harrell,Baltimore,6000,10,1,45,No,,0,1,1.0,39.2856521606,-76.6201553345,Maryland
298,578244375,Zomtrak Board Game Zomtrack,failed,Games,Allan Dyer,Seattle,5500,511,10,30,Yes,95.0,18,1,2.0,47.6120109558,-122.30503845209999,Washington
300,57907031,Yoga Sutras of Patanjali,failed,Publishing,kailas lea peace,Portland,3000,1096,32,30,Yes,488.0,113,1,2.0,45.538421630900004,-122.666431427,Oregon
301,1669596735,KEEP THE DRUNKEN CUDDLE ON THE ROAD (Album Release Tour),successful,Music,Erik Arvoy,Denver,2000,2050,32,30,Yes,877.0,369,1,1.0,39.773494720500004,-104.89710998540001,Colorado
302,1174473090,The Paris Collection–Limited Edition Giclées by Paul Hawley,failed,Art,Paul Hawley,Zillah,22460,105,3,15,Yes,86.0,24,1,1.0,46.4209213257,-120.2443084717,Washington
304,833687856,Jailhouse | Rock by Paddy Wagon,failed,Food,ZachAriah James,Columbus,20000,660,18,46,Yes,185.0,0,1,0.0,39.9959201813,-82.9749565125,Ohio
306,1016495593,Religious Drug Album,failed,Music,Jaime Clark,Providence,7727,670,12,30,No,,99,2,1.0,41.8253078461,-71.4072914124,Rhode Island
309,1773108057,Decisions: The Faces of the Stranger,successful,Comics,Cosmic Times / Martin T. Pierro,Lake Worth,850,1255,45,25,Yes,1432.0,253,1,6.0,26.6062402725,-80.0810623169,Florida
310,1302222456,The John Harbison Project: Songs After Hours - debut album!,successful,Music,Mary Mackenzie,New York,10000,12766,93,30,Yes,856.0,388,1,2.0,40.706577300999996,-73.8823738098,New York
311,1133415550,Eastwood Slider Belts: Maximum Comfort and Style,successful,Design,Don Wilder,Coeur D'Alene,15000,125227,1391,33,Yes,508.0,236,1,5.0,47.672538757299996,-116.77890014649999,Idaho
312,1344267621,"Brogsdale""s Candles",failed,Crafts,Darrin Brogsdale,Newark,4850,106,4,30,Yes,165.0,0,1,1.0,40.746925354,-74.1903381348,New Jersey
313,195043426,GamerGauge Tabletop Wargaming Measuring Device,successful,Games,Ryan Keller,Scottsdale,9650,10922,235,31,No,,286,1,3.0,33.661760330199996,-111.87314605709999,Arizona
314,1712875056,The Mexican Bingo,failed,Art,Jahir Albor (Rep: Ivan F. Velazquez),Lake Elsinore,10000,410,6,30,Yes,124.0,24,1,0.0,33.6762638092,-117.33994674680001,California
315,1036029505,Geek World: A Documentary - Geeks Around the Globe,failed,Film & Video,Aaron Jackson,Phoenix,65000,185,7,32,No,,14,1,5.0,33.583984375,-112.1066093445,Arizona
316,946084955,Our ActiveWear & Swimwear collections are ALL about YOU,failed,Fashion,JoAnne Hopkins,Dublin,50000,941,19,30,Yes,957.0,1356,1,11.0,40.1037559509,-83.1403808594,Ohio
317,527907820,Paradise Critters T-shirts,failed,Design,Cindy Ridgeway,Celina,2000,50,2,45,Yes,221.0,16,1,0.0,36.5479831696,-85.4910469055,Tennessee
318,707113291,Fujin Fan,failed,Design,Troy Peterson and Daniel Clark,Granite Shoals,15000,15,1,30,Yes,59.0,1,1,0.0,30.583397865300004,-98.3830223084,Texas
319,1554379881,"Land of No Use, Montana Wilderness Ski Project",successful,Film & Video,Henry Worobec,Bozeman,7500,9766,111,30,No,,527,1,4.0,45.6961174011,-111.00596618649999,Montana
321,489560974,The world’s most beautiful story told on a bracelet,failed,Crafts,Life With a Meaning,Charlotte,10000,90,3,45,No,,15,1,0.0,35.2259788513,-80.8269729614,North Carolina
322,1897931856,STOP the WRECKING BALL!,failed,Crafts,Richard T. Snyder,Janesville,90000,426,10,30,Yes,592.0,24,1,0.0,42.684715271,-89.01865386959999,Wisconsin
323,1452966180,Pop Up Experimental Performance Space,failed,Art,King Britt & Kate Watson-Wallace,Philadelphia,25000,8721,131,31,No,,1351,1,1.0,40.0138053894,-75.1232452393,Pennsylvania
324,1916431330,The Employment of Aren Blackly,failed,Film & Video,Robert David Foster,St. Joseph,4000,486,10,51,Yes,380.0,26,1,0.0,42.0831298828,-86.48691177370002,Michigan
325,1620766171,Blankenship Leathersmith winter campaign.,failed,Fashion,Rob Blankenship,Farmersville,500,50,5,30,No,,0,1,0.0,39.6683082581,-84.4209594727,Ohio
326,1426115806,Cowboy!,failed,Film & Video,Christina Duran,Tarzana,3000,37,5,30,Yes,383.0,35,1,1.0,34.1581726074,-118.5436897278,California
328,1278878465,Take Me Back To The Mountains,failed,Music,spencer perskin,Austin,2800,895,11,57,Yes,933.0,3,1,0.0,30.326808929400002,-97.7589683533,Texas
329,217870677,"Operation Circus, Nicu & Baton Episode 5",failed,Film & Video,FrimuFilms Animation Studio,Foxboro,20000,38,4,45,Yes,2894.0,0,1,0.0,42.058454513600005,-71.2429466248,Massachusetts
330,1522001746,Big Fish River Board Game,failed,Games,Red Castle Games Productions,Portland,19500,7134,117,30,Yes,706.0,622,1,3.0,45.538421630900004,-122.666431427,Oregon
333,802142023,THE GROKER - BBQ on a Gas Grill,failed,Food,Darin J Duncan,Dallas,40000,2883,13,60,No,,37,1,1.0,32.832572936999995,-96.79934692379999,Texas
334,2074001062,"""Pour Out""",successful,Music,Jonathan Bauver,Winchendon,2000,2026,7,45,Yes,305.0,5,1,0.0,42.6708660126,-72.0500030518,Massachusetts
335,1611368982,New York Tattoo,successful,Music,Magnus Orr,New York,4800,5811,94,37,Yes,1689.0,824,2,1.0,40.706577300999996,-73.8823738098,New York
336,504243050,ACHAIA T-Shirts experience the female beauty within the soul,failed,Fashion,Camille Rojas,Miami,35000,425,5,30,No,,19,1,4.0,25.788707733200003,-80.25025177,Florida
337,1958384563,Mayflour | baker of lovely things,successful,Food,Jocelyn Pierce,Rockport,15500,15817,102,25,No,,419,1,1.0,42.6586971283,-70.6062774658,Massachusetts
339,466302849,The Clothes Letters Wear,successful,Publishing,Jeremy Dooley,Downtown,8690,10373,426,30,No,,609,1,3.0,35.0487098694,-85.3082275391,Tennessee
340,798718284,Minor Characters - Voir Dire,successful,Music,Minor Characters,Chicago,8000,9026,174,30,No,,820,1,1.0,41.8408851624,-87.72951889040002,Illinois
341,1381334848,Waterfall,successful,Film & Video,Charlie Cole,Guilford,3000,3119,30,30,Yes,1285.0,187,1,0.0,41.2884616852,-72.6790657043,Connecticut
342,476841075,The Clean-Cut Wallet: leather + elastic. Made in USA.,successful,Fashion,Troy Christiansen,Provo,5000,8556,569,36,Yes,742.0,241,1,6.0,40.258039474499995,-111.6535491943,Utah
343,1706596419,Theseus: First Flight,failed,Games,BloodLeaf Studios,Surprise,1000,315,10,30,Yes,211.0,49,1,0.0,33.6633377075,-112.40804290770001,Arizona
345,1471370595,"""Black Light Kings: The Summer of 2001"" Novel by Chris Wood",successful,Publishing,Chris Wood,Los Angeles,1000,1611,39,30,Yes,880.0,93,1,0.0,34.018239975,-118.39637756350001,California
346,266582915,"Dance Ninjas: Amazing Dances for Anyone, Anytime, Anywhere!",failed,Dance,Andrew Sutton,Sacramento,17000,3922,172,31,Yes,4102.0,654,1,24.0,38.5963459015,-121.4176025391,California
